query_item,recommendation_item,score,rank,recommendation_theme,model_version,created_at
128,3,0.1075090481287137,3,similarity,v1,2024-10-31 23:14:06.270190
129,1,0.6314358373525952,1,default,default,2024-10-31 23:14:06.270190
129,2,0.58646244285765,2,default,default,2024-10-31 23:14:06.270190
129,3,0.2886486032292716,3,default,default,2024-10-31 23:14:06.270190
130,1,0.7033432949819258,1,similarity,v1,2024-10-31 23:14:06.270190
130,2,0.4237249724780113,2,similarity,v1,2024-10-31 23:14:06.270190
130,3,0.0041198468165661,3,similarity,v1,2024-10-31 23:14:06.270190
131,1,0.2381095423766959,1,similarity,v1,2024-10-31 23:14:06.270190
131,2,0.0665643397507254,2,similarity,v1,2024-10-31 23:14:06.270190
131,3,0.8301216305184614,3,similarity,v1,2024-10-31 23:14:06.270190
132,1,0.1524419220819904,1,default,default,2024-10-31 23:14:06.270190
132,2,0.0657429775804698,2,default,default,2024-10-31 23:14:06.270190
132,3,0.6490464047845379,3,default,default,2024-10-31 23:14:06.270190
133,1,0.3232481042792106,1,default,default,2024-10-31 23:14:06.270190
133,2,0.2606019698019,2,default,default,2024-10-31 23:14:06.270190
133,3,0.9246805184967832,3,default,default,2024-10-31 23:14:06.270190
134,1,0.5964706308544365,1,similarity,v1,2024-10-31 23:14:06.270190
134,2,0.7792693845034858,2,similarity,v1,2024-10-31 23:14:06.270190
134,3,0.1451189060431229,3,similarity,v1,2024-10-31 23:14:06.270190
135,1,0.1827773387200328,1,default,default,2024-10-31 23:14:06.270190
135,2,0.6546668807564456,2,default,default,2024-10-31 23:14:06.270190
135,3,0.001063363429822,3,default,default,2024-10-31 23:14:06.270190
136,1,0.6608525018839313,1,default,default,2024-10-31 23:14:06.270190
136,2,0.7405384533295228,2,default,default,2024-10-31 23:14:06.270190
136,3,0.0503089105938543,3,default,default,2024-10-31 23:14:06.270190
137,1,0.5444187743112865,1,default,default,2024-10-31 23:14:06.270190
137,2,0.923192653717954,2,default,default,2024-10-31 23:14:06.270190
137,3,0.311238002840621,3,default,default,2024-10-31 23:14:06.270190
138,1,0.2965742982155851,1,default,default,2024-10-31 23:14:06.270190
138,2,0.573202348532312,2,default,default,2024-10-31 23:14:06.270190
138,3,0.924261777584196,3,default,default,2024-10-31 23:14:06.270190
139,1,0.2854400421420764,1,default,default,2024-10-31 23:14:06.270190
139,2,0.0705783154642848,2,default,default,2024-10-31 23:14:06.270190
139,3,0.7315601057013823,3,default,default,2024-10-31 23:14:06.270190
140,1,0.8597855984525692,1,similarity,v1,2024-10-31 23:14:06.270190
140,2,0.5783307348245282,2,similarity,v1,2024-10-31 23:14:06.270190
140,3,0.5863253979375358,3,similarity,v1,2024-10-31 23:14:06.270190
141,1,0.2790556391463613,1,similarity,v1,2024-10-31 23:14:06.270190
141,2,0.5335520605823441,2,similarity,v1,2024-10-31 23:14:06.270190
141,3,0.9315518156811396,3,similarity,v1,2024-10-31 23:14:06.270190
142,1,0.2825775182561302,1,default,default,2024-10-31 23:14:06.270190
142,2,0.1289126899692153,2,default,default,2024-10-31 23:14:06.270190
142,3,0.3756399030034665,3,default,default,2024-10-31 23:14:06.270190
143,1,0.3052119758175172,1,default,default,2024-10-31 23:14:06.270190
143,2,0.0567631221107609,2,default,default,2024-10-31 23:14:06.270190
143,3,0.3921128083312293,3,default,default,2024-10-31 23:14:06.270190
144,1,0.4256496835969731,1,similarity,v1,2024-10-31 23:14:06.270190
144,2,0.2261138863029791,2,similarity,v1,2024-10-31 23:14:06.270190
144,3,0.2610584602659926,3,similarity,v1,2024-10-31 23:14:06.270190
145,1,0.0807663770285301,1,similarity,v1,2024-10-31 23:14:06.270190
145,2,3.368827164740296e-05,2,similarity,v1,2024-10-31 23:14:06.270190
145,3,0.3617855561250913,3,similarity,v1,2024-10-31 23:14:06.270190
146,1,0.2762708345510744,1,similarity,v1,2024-10-31 23:14:06.270190
146,2,0.094204128210534,2,similarity,v1,2024-10-31 23:14:06.270190
146,3,0.9819523062234088,3,similarity,v1,2024-10-31 23:14:06.270190
147,1,0.8963685749987191,1,default,default,2024-10-31 23:14:06.270190
147,2,0.6970805364589858,2,default,default,2024-10-31 23:14:06.270190
147,3,0.3225024182509414,3,default,default,2024-10-31 23:14:06.270190
148,1,0.2978578699076831,1,default,default,2024-10-31 23:14:06.270190
148,2,0.9670843843266304,2,default,default,2024-10-31 23:14:06.270190
148,3,0.1622827937940881,3,default,default,2024-10-31 23:14:06.270190
149,1,0.2671000820307008,1,default,default,2024-10-31 23:14:06.270190
149,2,0.6218634207890865,2,default,default,2024-10-31 23:14:06.270190
149,3,0.8512773421094251,3,default,default,2024-10-31 23:14:06.270190
150,1,0.3577853155510203,1,default,default,2024-10-31 23:14:06.270190
150,2,0.5075194935012499,2,default,default,2024-10-31 23:14:06.270190
150,3,0.9340196910318032,3,default,default,2024-10-31 23:14:06.270190
151,1,0.2100397347713505,1,default,default,2024-10-31 23:14:06.270190
151,2,0.4552295698925644,2,default,default,2024-10-31 23:14:06.270190
151,3,0.4591586980998207,3,default,default,2024-10-31 23:14:06.270190
152,1,0.4946682712905677,1,default,default,2024-10-31 23:14:06.270190
152,2,0.4345877991139937,2,default,default,2024-10-31 23:14:06.270190
152,3,0.9308861751575858,3,default,default,2024-10-31 23:14:06.270190
153,1,0.5826094403088347,1,default,default,2024-10-31 23:14:06.270190
153,2,0.6968863921998306,2,default,default,2024-10-31 23:14:06.270190
153,3,0.9717037628740084,3,default,default,2024-10-31 23:14:06.270190
154,1,0.1458604117391595,1,similarity,v1,2024-10-31 23:14:06.270190
154,2,0.3082664318948159,2,similarity,v1,2024-10-31 23:14:06.270190
154,3,0.840546032485139,3,similarity,v1,2024-10-31 23:14:06.270190
155,1,0.3615607152034433,1,default,default,2024-10-31 23:14:06.270190
155,2,0.2917286849078718,2,default,default,2024-10-31 23:14:06.270190
155,3,0.8316836034761534,3,default,default,2024-10-31 23:14:06.270190
156,1,0.4912421569075341,1,default,default,2024-10-31 23:14:06.270190
156,2,0.2655852778621751,2,default,default,2024-10-31 23:14:06.270190
156,3,0.3797167859101726,3,default,default,2024-10-31 23:14:06.270190
157,1,0.7252698523759221,1,default,default,2024-10-31 23:14:06.270190
157,2,0.6850011237062964,2,default,default,2024-10-31 23:14:06.270190
157,3,0.168679460417816,3,default,default,2024-10-31 23:14:06.270190
158,1,0.7486481959569756,1,similarity,v1,2024-10-31 23:14:06.270190
158,2,0.8207828586136584,2,similarity,v1,2024-10-31 23:14:06.270190
158,3,0.6172837831851211,3,similarity,v1,2024-10-31 23:14:06.270190
159,1,0.1248788203364151,1,similarity,v1,2024-10-31 23:14:06.270190
159,2,0.5143455489345136,2,similarity,v1,2024-10-31 23:14:06.270190
159,3,0.8701785089568161,3,similarity,v1,2024-10-31 23:14:06.270190
160,1,0.5797212906377222,1,similarity,v1,2024-10-31 23:14:06.270190
160,2,0.2736993620630275,2,similarity,v1,2024-10-31 23:14:06.270190
160,3,0.4768027731011905,3,similarity,v1,2024-10-31 23:14:06.270190
161,1,0.7419740892032284,1,default,default,2024-10-31 23:14:06.270190
161,2,0.7481616846040112,2,default,default,2024-10-31 23:14:06.270190
161,3,0.7612065895215389,3,default,default,2024-10-31 23:14:06.270190
162,1,0.9888361620887446,1,similarity,v1,2024-10-31 23:14:06.270190
162,2,0.6245938420122991,2,similarity,v1,2024-10-31 23:14:06.270190
162,3,0.2251007742007624,3,similarity,v1,2024-10-31 23:14:06.270190
163,1,0.6730140996613567,1,default,default,2024-10-31 23:14:06.270190
163,2,0.9985897654588852,2,default,default,2024-10-31 23:14:06.270190
163,3,0.0246402517245617,3,default,default,2024-10-31 23:14:06.270190
164,1,0.4032781550448285,1,similarity,v1,2024-10-31 23:14:06.270190
164,2,0.6271709353401032,2,similarity,v1,2024-10-31 23:14:06.270190
164,3,0.6945702488973748,3,similarity,v1,2024-10-31 23:14:06.270190
165,1,0.8529275215097113,1,similarity,v1,2024-10-31 23:14:06.270190
165,2,0.2775360216902529,2,similarity,v1,2024-10-31 23:14:06.270190
165,3,0.6753147270456318,3,similarity,v1,2024-10-31 23:14:06.270190
166,1,0.9338851943196488,1,similarity,v1,2024-10-31 23:14:06.270190
166,2,0.947784517161518,2,similarity,v1,2024-10-31 23:14:06.270190
166,3,0.8710388850978186,3,similarity,v1,2024-10-31 23:14:06.270190
167,1,0.0361670911482215,1,default,default,2024-10-31 23:14:06.270190
167,2,0.4630532559290607,2,default,default,2024-10-31 23:14:06.270190
167,3,0.0347802671929756,3,default,default,2024-10-31 23:14:06.270190
168,1,0.4300155168315559,1,similarity,v1,2024-10-31 23:14:06.270190
168,2,0.4465112664938202,2,similarity,v1,2024-10-31 23:14:06.270190
168,3,0.9995209176662538,3,similarity,v1,2024-10-31 23:14:06.270190
169,1,0.4368733000590613,1,default,default,2024-10-31 23:14:06.270190
169,2,0.9762205382845076,2,default,default,2024-10-31 23:14:06.270190
169,3,0.5266650568213238,3,default,default,2024-10-31 23:14:06.270190
170,1,0.7650580989812009,1,default,default,2024-10-31 23:14:06.270190
170,2,0.8912276152261174,2,default,default,2024-10-31 23:14:06.270190
170,3,0.5423255980788182,3,default,default,2024-10-31 23:14:06.270190
171,1,0.207747912198776,1,default,default,2024-10-31 23:14:06.270190
171,2,0.8771824443645232,2,default,default,2024-10-31 23:14:06.270190
171,3,0.8795944639644595,3,default,default,2024-10-31 23:14:06.270190
172,1,0.6317589675893053,1,default,default,2024-10-31 23:14:06.270190
172,2,0.7181737134370718,2,default,default,2024-10-31 23:14:06.270190
172,3,0.2771491942521279,3,default,default,2024-10-31 23:14:06.270190
173,1,0.1846701910552067,1,similarity,v1,2024-10-31 23:14:06.270190
173,2,0.8019216143095783,2,similarity,v1,2024-10-31 23:14:06.270190
173,3,0.2563227087232688,3,similarity,v1,2024-10-31 23:14:06.270190
174,1,0.724731684489215,1,similarity,v1,2024-10-31 23:14:06.270190
174,2,0.5285417200388135,2,similarity,v1,2024-10-31 23:14:06.270190
174,3,0.2194416330519327,3,similarity,v1,2024-10-31 23:14:06.270190
175,1,0.9119915460219612,1,default,default,2024-10-31 23:14:06.270190
175,2,0.0903231499007813,2,default,default,2024-10-31 23:14:06.270190
175,3,0.9677672713454883,3,default,default,2024-10-31 23:14:06.270190
176,1,0.058870878783882,1,similarity,v1,2024-10-31 23:14:06.270190
176,2,0.3681266517923267,2,similarity,v1,2024-10-31 23:14:06.270190
176,3,0.1240270979742471,3,similarity,v1,2024-10-31 23:14:06.270190
177,1,0.7969717363448782,1,default,default,2024-10-31 23:14:06.270190
177,2,0.0155563959434193,2,default,default,2024-10-31 23:14:06.270190
177,3,0.4422768590291742,3,default,default,2024-10-31 23:14:06.270190
178,1,0.3071260655645954,1,similarity,v1,2024-10-31 23:14:06.270190
178,2,0.2658839548050803,2,similarity,v1,2024-10-31 23:14:06.270190
178,3,0.5459221070190029,3,similarity,v1,2024-10-31 23:14:06.270190
179,1,0.63452313566167,1,default,default,2024-10-31 23:14:06.270190
179,2,0.0897312560160064,2,default,default,2024-10-31 23:14:06.270190
179,3,0.0775858925616415,3,default,default,2024-10-31 23:14:06.270190
180,1,0.8445862300423522,1,similarity,v1,2024-10-31 23:14:06.270190
180,2,0.4609997116926146,2,similarity,v1,2024-10-31 23:14:06.270190
180,3,0.9624230665970936,3,similarity,v1,2024-10-31 23:14:06.270190
181,1,0.0207410854266129,1,default,default,2024-10-31 23:14:06.270190
181,2,0.6543730886914703,2,default,default,2024-10-31 23:14:06.270190
181,3,0.5469638505544849,3,default,default,2024-10-31 23:14:06.270190
182,1,0.677103928106742,1,similarity,v1,2024-10-31 23:14:06.270190
182,2,0.1770662050030645,2,similarity,v1,2024-10-31 23:14:06.270190
182,3,0.7714586958737635,3,similarity,v1,2024-10-31 23:14:06.270190
183,1,0.0128365699273181,1,default,default,2024-10-31 23:14:06.270190
183,2,0.8074632123654173,2,default,default,2024-10-31 23:14:06.270190
183,3,0.0851318325266048,3,default,default,2024-10-31 23:14:06.270190
184,1,0.6169232862424434,1,similarity,v1,2024-10-31 23:14:06.270190
184,2,0.1645145258181469,2,similarity,v1,2024-10-31 23:14:06.270190
184,3,0.7715164335344864,3,similarity,v1,2024-10-31 23:14:06.270190
185,1,0.4003013561188023,1,similarity,v1,2024-10-31 23:14:06.270190
185,2,0.6009347911131451,2,similarity,v1,2024-10-31 23:14:06.270190
185,3,0.972209643478846,3,similarity,v1,2024-10-31 23:14:06.270190
186,1,0.2643971103810691,1,default,default,2024-10-31 23:14:06.270190
186,2,0.5009797596085044,2,default,default,2024-10-31 23:14:06.270190
186,3,0.0378687637546331,3,default,default,2024-10-31 23:14:06.270190
187,1,0.6785825766820482,1,similarity,v1,2024-10-31 23:14:06.270190
187,2,0.3831012898541316,2,similarity,v1,2024-10-31 23:14:06.270190
187,3,0.2434330385114702,3,similarity,v1,2024-10-31 23:14:06.270190
188,1,0.1213918696550448,1,default,default,2024-10-31 23:14:06.270190
188,2,0.2488916483446227,2,default,default,2024-10-31 23:14:06.270190
188,3,0.3476274697132359,3,default,default,2024-10-31 23:14:06.270190
189,1,0.4240234044711576,1,default,default,2024-10-31 23:14:06.270190
189,2,0.29416114100638,2,default,default,2024-10-31 23:14:06.270190
189,3,0.2689733137980471,3,default,default,2024-10-31 23:14:06.270190
190,1,0.7147374623871591,1,similarity,v1,2024-10-31 23:14:06.270190
190,2,0.6315051513493688,2,similarity,v1,2024-10-31 23:14:06.270190
190,3,0.2491119832866849,3,similarity,v1,2024-10-31 23:14:06.270190
191,1,0.493940369226016,1,default,default,2024-10-31 23:14:06.270190
191,2,0.4680737214970886,2,default,default,2024-10-31 23:14:06.270190
191,3,0.3035705587055241,3,default,default,2024-10-31 23:14:06.270190
192,1,0.0332754389953066,1,similarity,v1,2024-10-31 23:14:06.270190
192,2,0.7019782724517376,2,similarity,v1,2024-10-31 23:14:06.270190
192,3,0.5129212043573501,3,similarity,v1,2024-10-31 23:14:06.270190
193,1,0.5150542638159878,1,similarity,v1,2024-10-31 23:14:06.270190
193,2,0.7383134941086089,2,similarity,v1,2024-10-31 23:14:06.270190
193,3,0.1478489734362011,3,similarity,v1,2024-10-31 23:14:06.270190
194,1,0.1323748909117127,1,default,default,2024-10-31 23:14:06.270190
194,2,0.6877372103340866,2,default,default,2024-10-31 23:14:06.270190
194,3,0.9027586778473268,3,default,default,2024-10-31 23:14:06.270190
195,1,0.7853379153932911,1,similarity,v1,2024-10-31 23:14:06.270190
195,2,0.3251431926954748,2,similarity,v1,2024-10-31 23:14:06.270190
195,3,0.4797006440186843,3,similarity,v1,2024-10-31 23:14:06.270190
196,1,0.1482518724118137,1,similarity,v1,2024-10-31 23:14:06.270190
196,2,0.8893394383240495,2,similarity,v1,2024-10-31 23:14:06.270190
196,3,0.0832927244881831,3,similarity,v1,2024-10-31 23:14:06.270190
197,1,0.8603689464145222,1,default,default,2024-10-31 23:14:06.270190
197,2,0.1279901544160736,2,default,default,2024-10-31 23:14:06.270190
197,3,0.0964680289080168,3,default,default,2024-10-31 23:14:06.270190
198,1,0.1997361592263024,1,similarity,v1,2024-10-31 23:14:06.270190
198,2,0.4191874173069485,2,similarity,v1,2024-10-31 23:14:06.270190
198,3,0.3910302502166396,3,similarity,v1,2024-10-31 23:14:06.270190
199,1,0.4861463930023428,1,default,default,2024-10-31 23:14:06.270190
199,2,0.669149161134522,2,default,default,2024-10-31 23:14:06.270190
199,3,0.4118131661938848,3,default,default,2024-10-31 23:14:06.270190
200,1,0.9980462857529032,1,default,default,2024-10-31 23:14:06.270190
200,2,0.5676804756462747,2,default,default,2024-10-31 23:14:06.270190
200,3,0.675101820495237,3,default,default,2024-10-31 23:14:06.270190
201,1,0.2291965490728021,1,default,default,2024-10-31 23:14:06.270190
201,2,0.0743095698912296,2,default,default,2024-10-31 23:14:06.270190
201,3,0.4896717308970625,3,default,default,2024-10-31 23:14:06.270190
202,1,0.5431704609597197,1,default,default,2024-10-31 23:14:06.270190
202,2,0.5658879053133847,2,default,default,2024-10-31 23:14:06.270190
202,3,0.2604288906998208,3,default,default,2024-10-31 23:14:06.270190
203,1,0.0517530708244434,1,default,default,2024-10-31 23:14:06.270190
203,2,0.3885913111817206,2,default,default,2024-10-31 23:14:06.270190
203,3,0.5064665013458762,3,default,default,2024-10-31 23:14:06.270190
204,1,0.1365618517133523,1,default,default,2024-10-31 23:14:06.270190
204,2,0.2346950288917419,2,default,default,2024-10-31 23:14:06.270190
204,3,0.1152457495023254,3,default,default,2024-10-31 23:14:06.270190
205,1,0.1124135852508851,1,similarity,v1,2024-10-31 23:14:06.270190
205,2,0.3536863446669824,2,similarity,v1,2024-10-31 23:14:06.270190
205,3,0.5640693989505705,3,similarity,v1,2024-10-31 23:14:06.270190
206,1,0.4889237561671889,1,default,default,2024-10-31 23:14:06.270190
206,2,0.1214030944993674,2,default,default,2024-10-31 23:14:06.270190
206,3,0.7832379561564621,3,default,default,2024-10-31 23:14:06.270190
207,1,0.5150274981032782,1,default,default,2024-10-31 23:14:06.270190
207,2,0.3751391977913246,2,default,default,2024-10-31 23:14:06.270190
207,3,0.3535651908715277,3,default,default,2024-10-31 23:14:06.270190
208,1,0.9835679445623392,1,default,default,2024-10-31 23:14:06.270190
208,2,0.7942098360651064,2,default,default,2024-10-31 23:14:06.270190
208,3,0.4453425556622785,3,default,default,2024-10-31 23:14:06.270190
209,1,0.4170839335386972,1,default,default,2024-10-31 23:14:06.270190
209,2,0.226486757003561,2,default,default,2024-10-31 23:14:06.270190
209,3,0.3615627227918339,3,default,default,2024-10-31 23:14:06.270190
210,1,0.6836180165421862,1,similarity,v1,2024-10-31 23:14:06.270190
210,2,0.4002346038899731,2,similarity,v1,2024-10-31 23:14:06.270190
210,3,0.3066194539706701,3,similarity,v1,2024-10-31 23:14:06.270190
211,1,0.3382406898381719,1,similarity,v1,2024-10-31 23:14:06.270190
211,2,0.3232206625237288,2,similarity,v1,2024-10-31 23:14:06.270190
211,3,0.8008145719909419,3,similarity,v1,2024-10-31 23:14:06.270190
